method,turn,n_sessions,state_latency_mean,state_latency_std,compressed_latency_mean,compressed_latency_std,state_ppl_mean,state_ppl_std,compressed_ppl_mean,compressed_ppl_std,original_size_kb_mean,original_size_kb_std,compressed_size_kb_mean,compressed_size_kb_std,ppl_delta,latency_delta,latency_speedup,compression_ratio
ae_1024,18,65,0.7667899034845714,0.7642512591447853,0.6185430840087625,0.3835826563546499,53.60667664291986,53.30301325540442,134.75269421005473,144.54435822893154,19106.0283203125,0.0,2.0,0.0,81.14601756713486,-0.14824681947580898,1.239670967647112,9553.01416015625
ae_1024,20,54,0.7446404409819041,0.7275840112979722,0.5955316924352061,0.35944033760915123,61.01150589773096,69.21362922267724,180.541682543477,268.23967377529567,19106.0283203125,0.0,2.0,0.0,119.53017664574605,-0.14910874854669798,1.250379199697959,9553.01416015625
ae_1024,22,41,0.7946471213817414,1.0179917391812405,0.6006545422871302,0.4359846926372404,64.78035504908065,76.6497511550132,200.74238639798298,283.05391904807885,19106.0283203125,0.0,2.0,0.0,135.96203134890231,-0.1939925790946112,1.3229686374399832,9553.01416015625
ae_1024,24,30,0.7993141617160291,0.7933585357946763,0.6220718852244318,0.40024343405960944,79.07644581900901,111.05309329489512,252.35204021050745,420.7724952174926,19106.0283203125,0.0,2.0,0.0,173.27559439149843,-0.1772422764915973,1.2849224996362785,9553.01416015625
ae_1024,26,22,0.6983018412508748,0.5476842093959492,0.5587842435660687,0.30077423197304165,109.66003403105982,133.42064313558936,428.94786333133527,602.509060283531,19106.0283203125,0.0,2.0,0.0,319.28782930027546,-0.1395175976848061,1.2496806223354255,9553.01416015625
ae_1024,28,16,0.6339190934377257,0.40878471926989174,0.5702715435763821,0.2363198942279078,189.8106675068633,243.14441060740563,642.5167170041725,974.6475858300146,19106.0283203125,0.0,2.0,0.0,452.7060494973092,-0.06364754986134358,1.1116091984218368,9553.01416015625
ae_1024,30,6,0.5004858289224406,0.21514433702670926,0.6024775978488227,0.207374979714567,417.7806081120141,546.5443417900119,1610.8713377732256,1946.3762977931715,19106.0283203125,0.0,2.0,0.0,1193.0907296612115,0.10199176892638206,0.8307127612868115,9553.01416015625
ae_2048,1,161,0.5755813236186362,0.5602179060739054,0.5101244591801248,0.29342113778176115,33.80645999190167,38.32103279007297,47.363000160857005,61.1572762936071,19106.0283203125,0.0,2.0,0.0,13.556540168955337,-0.0654568644385114,1.128315479214061,9553.01416015625
ae_2048,2,142,0.7026537387651509,0.6714050069238048,0.572823704718809,0.3276268950442196,32.96112184894133,26.86786562608271,40.45982132476117,36.64558852974116,19106.0283203125,0.0,2.0,0.0,7.498699475819841,-0.12983003404634197,1.226649199355452,9553.01416015625
ae_2048,3,161,0.634609407427148,0.6635318097085385,0.5462812408747048,0.3777807424038049,28.46993464290171,23.961526881967373,40.539954539609425,34.22112246808031,19106.0283203125,0.0,2.0,0.0,12.070019896707716,-0.08832816655244324,1.1616899134427758,9553.01416015625
ae_2048,4,142,0.7516379878646366,0.7203134160192463,0.5966196828193857,0.3125629800648847,29.827058788298753,28.384830500981387,43.39000863285105,43.34198447314749,19106.0283203125,0.0,2.0,0.0,13.562949844552296,-0.15501830504525094,1.2598276749984119,9553.01416015625
ae_2048,5,161,0.6172005589154798,0.6489307337239247,0.572581069451404,0.3817998049723275,30.08662129103604,31.161405928757887,46.51925100082167,52.8543569747665,19106.0283203125,0.0,2.0,0.0,16.43262970978563,-0.04461948946407579,1.077926937938808,9553.01416015625
ae_2048,6,142,0.7794150311932703,0.7445934887809758,0.6013711270233485,0.32769594261120955,32.21253917871737,32.12553739845241,52.49573485431899,59.823820335574005,19106.0283203125,0.0,2.0,0.0,20.28319567560162,-0.17804390416992177,1.2960632730260913,9553.01416015625
ae_2048,7,161,0.6600000885407793,0.6949771700496822,0.581255693885249,0.40201836920071754,36.9113942262532,41.039001546744004,60.41560030764246,71.8655494722139,19106.0283203125,0.0,2.0,0.0,23.504206081389256,-0.07874439465553029,1.1354729002810868,9553.01416015625
ae_2048,8,142,0.8357389599255378,0.7893642794016148,0.6612667729159896,0.3644755394099881,41.47067799079565,49.357546285489526,74.04935086415699,112.18411607006766,19106.0283203125,0.0,2.0,0.0,32.57867287336134,-0.17447218700954825,1.2638453860915737,9553.01416015625
ae_2048,9,100,0.6362950059492141,0.643771413389356,0.5591192267928272,0.37238083369783115,42.65884939754477,47.7488516497942,65.7763390419075,70.21545776986984,19106.0283203125,0.0,2.0,0.0,23.117489644362735,-0.07717577915638685,1.1380309877717425,9553.01416015625
ae_2048,10,130,0.7935248619267861,0.7638178806358059,0.6329096764469376,0.34471174740852145,46.407470779295856,70.8461753544688,81.92496867255839,125.26911347474788,19106.0283203125,0.0,2.0,0.0,35.51749789326254,-0.16061518547984843,1.2537726810901653,9553.01416015625
ae_2048,11,72,0.6284532091813162,0.7031291085097651,0.5728288399986923,0.3834695864426635,43.27570431831941,49.336556495378304,67.22293840861803,67.81530160964417,19106.0283203125,0.0,2.0,0.0,23.947234090298622,-0.05562436918262392,1.0971046939304783,9553.01416015625
ae_2048,12,115,0.7721831520249987,0.7961452617231465,0.6243080231401583,0.3813082098684481,44.0262828372421,44.646241129585825,82.44329241975132,84.70250513752218,19106.0283203125,0.0,2.0,0.0,38.417009582509216,-0.14787512888484033,1.236862451552448,9553.01416015625
ae_2048,13,46,0.7140912586600399,0.9337679920942039,0.6144820730120916,0.4188169418167198,39.52023627197952,43.47371777148403,67.97685810706376,66.89080677653764,19106.0283203125,0.0,2.0,0.0,28.456621835084242,-0.0996091856479483,1.162102671538781,9553.01416015625
ae_2048,14,96,0.8482019915924562,0.9414175371007956,0.6559037468590153,0.4215011101453948,49.651586103691336,52.54080820928419,101.38369548420583,124.91062430139917,19106.0283203125,0.0,2.0,0.0,51.732109380514494,-0.19229824473344093,1.293180585801372,9553.01416015625
ae_2048,15,27,0.6473655293488668,0.6920104656102459,0.6533436757615871,0.5778063695962699,34.51147999198191,35.34973540377683,68.86764182916339,70.56935212459277,19106.0283203125,0.0,2.0,0.0,34.35616183718148,0.00597814641272032,0.9908499207469151,9553.01416015625
ae_2048,16,78,0.8284645607300962,0.8934025003855035,0.6554145857763405,0.41302076846523034,52.91850294417319,50.207222265957185,116.30701705677944,137.22029829747095,19106.0283203125,0.0,2.0,0.0,63.38851411260625,-0.17304997495375574,1.2640313150015994,9553.01416015625
ae_2048,17,6,0.7566705131903291,1.0185095742845867,0.8259817832149565,0.8636164318883623,13.971931639687652,20.403347394609106,31.286969597121807,22.65052105266814,19106.0283203125,0.0,2.0,0.0,17.315037957434157,0.06931127002462745,0.9160862001643084,9553.01416015625
ae_2048,18,65,0.7667899034845714,0.7642512591447853,0.6167812737994469,0.4117864318033161,53.60667664291986,53.30301325540442,125.53934171482805,136.0547227785047,19106.0283203125,0.0,2.0,0.0,71.93266507190819,-0.15000862968512452,1.2432120365150734,9553.01416015625
ae_2048,20,54,0.7446404409819041,0.7275840112979722,0.6043045333310686,0.3547758203057218,61.01150589773096,69.21362922267724,166.1234422105034,299.16949109360655,19106.0283203125,0.0,2.0,0.0,105.11193631277246,-0.14033590765083548,1.2322271303795638,9553.01416015625
ae_2048,22,41,0.7946471213817414,1.0179917391812405,0.6467745057193608,0.5060399349796232,64.78035504908065,76.6497511550132,183.99221732840576,279.69913691502995,19106.0283203125,0.0,2.0,0.0,119.2118622793251,-0.14787261566238064,1.2286308664840035,9553.01416015625
ae_2048,24,30,0.7993141617160291,0.7933585357946763,0.6608151869537929,0.3851274149468619,79.07644581900901,111.05309329489512,236.15943261686348,522.4142083532994,19106.0283203125,0.0,2.0,0.0,157.08298679785446,-0.13849897476223616,1.2095880625877937,9553.01416015625
ae_2048,26,22,0.6983018412508748,0.5476842093959492,0.5600278133695776,0.30434009997746214,109.66003403105982,133.42064313558936,396.0063294676569,720.2567170278423,19106.0283203125,0.0,2.0,0.0,286.3462954365971,-0.13827402788129717,1.2469056439345922,9553.01416015625
ae_2048,28,16,0.6339190934377257,0.40878471926989174,0.5828432638081722,0.2859538974872784,189.8106675068633,243.14441060740563,764.5777182510102,1424.4301896639552,19106.0283203125,0.0,2.0,0.0,574.7670507441469,-0.05107582962955348,1.0876321865604743,9553.01416015625
ae_2048,30,6,0.5004858289224406,0.21514433702670926,0.5541633685740331,0.16799451593313583,417.7806081120141,546.5443417900119,2050.0398080689283,3269.368041217012,19106.0283203125,0.0,2.0,0.0,1632.2591999569142,0.0536775396515925,0.9031376978422176,9553.01416015625
ae_4096,1,161,0.5755813236186362,0.5602179060739054,0.5363045390984564,0.3114225917845829,33.80645999190167,38.32103279007297,45.608288396268094,57.07230145753738,19106.0283203125,0.0,2.0,0.0,11.801828404366425,-0.0392767845201798,1.0732359725804395,9553.01416015625
ae_4096,2,142,0.7026537387651509,0.6714050069238048,0.5771433911942155,0.3205208946114635,32.96112184894133,26.86786562608271,40.13375563767213,36.23367072840616,19106.0283203125,0.0,2.0,0.0,7.172633788730799,-0.12551034757093538,1.2174682227777598,9553.01416015625
ae_4096,3,161,0.634609407427148,0.6635318097085385,0.5554832686722186,0.3577461916727104,28.46993464290171,23.961526881967373,40.076238043444235,35.3508675976853,19106.0283203125,0.0,2.0,0.0,11.606303400542526,-0.07912613875492935,1.1424455842640697,9553.01416015625
ae_4096,4,142,0.7516379878646366,0.7203134160192463,0.6213835138158584,0.3158679492703419,29.827058788298753,28.384830500981387,42.631701722026264,41.530906540177554,19106.0283203125,0.0,2.0,0.0,12.80464293372751,-0.1302544740487782,1.209620099588574,9553.01416015625
ae_4096,5,161,0.6172005589154798,0.6489307337239247,0.5513715330360932,0.36761748740648076,30.08662129103604,31.161405928757887,46.475099975778065,56.271983496499885,19106.0283203125,0.0,2.0,0.0,16.388478684742026,-0.06582902587938655,1.1193914120246706,9553.01416015625
ae_4096,6,142,0.7794150311932703,0.7445934887809758,0.6321488142892403,0.343432565430268,32.21253917871737,32.12553739845241,50.71752583626583,53.266195505001605,19106.0283203125,0.0,2.0,0.0,18.504986657548457,-0.14726621690402997,1.232961311601303,9553.01416015625
ae_4096,7,161,0.6600000885407793,0.6949771700496822,0.5713670670824207,0.41475958877251584,36.9113942262532,41.039001546744004,62.13184351200444,82.50439002077853,19106.0283203125,0.0,2.0,0.0,25.220449285751236,-0.08863302145835861,1.1551244840045587,9553.01416015625
ae_4096,8,142,0.8357389599255378,0.7893642794016148,0.6367110876746895,0.35077042235928285,41.47067799079565,49.357546285489526,72.90840491834155,102.5010565524885,19106.0283203125,0.0,2.0,0.0,31.437726927545896,-0.19902787225084828,1.312587413826436,9553.01416015625
ae_4096,9,100,0.6362950059492141,0.643771413389356,0.5724830997921526,0.37594540355485073,42.65884939754477,47.7488516497942,72.83942681486205,88.79926769808205,19106.0283203125,0.0,2.0,0.0,30.18057741731728,-0.06381190615706145,1.1114651352681488,9553.01416015625
ae_4096,10,130,0.7935248619267861,0.7638178806358059,0.6315858565055981,0.34581349334818445,46.407470779295856,70.8461753544688,86.49394065846383,153.64090571002043,19106.0283203125,0.0,2.0,0.0,40.08646987916797,-0.161939005421188,1.2564006203640385,9553.01416015625
ae_4096,11,72,0.6284532091813162,0.7031291085097651,0.586593103931389,0.3965754341909853,43.27570431831941,49.336556495378304,76.97125350902148,89.02133130978999,19106.0283203125,0.0,2.0,0.0,33.69554919070207,-0.041860105249927226,1.0713614002097498,9553.01416015625
ae_4096,12,115,0.7721831520249987,0.7961452617231465,0.6296624377693819,0.3773475790199632,44.0262828372421,44.646241129585825,89.55577378555049,101.05587304723045,19106.0283203125,0.0,2.0,0.0,45.529490948308386,-0.14252071425561674,1.2263446343734672,9553.01416015625
ae_4096,13,46,0.7140912586600399,0.9337679920942039,0.5849128361062511,0.4341664457569508,39.52023627197952,43.47371777148403,91.83114716538508,128.7769288353979,19106.0283203125,0.0,2.0,0.0,52.310910893405556,-0.12917842255378875,1.2208507226713061,9553.01416015625
ae_4096,14,96,0.8482019915924562,0.9414175371007956,0.6689323756533364,0.43334606437810635,49.651586103691336,52.54080820928419,111.759735170964,141.69719963026398,19106.0283203125,0.0,2.0,0.0,62.10814906727267,-0.17926961593911983,1.2679936305430424,9553.01416015625
ae_4096,15,27,0.6473655293488668,0.6920104656102459,0.6266327140576862,0.6087486077842691,34.51147999198191,35.34973540377683,77.66495092527435,78.05354602195003,19106.0283203125,0.0,2.0,0.0,43.153470933292446,-0.02073281529118065,1.0330860723132818,9553.01416015625
ae_4096,16,78,0.8284645607300962,0.8934025003855035,0.6389279746068403,0.4200205531158499,52.91850294417319,50.207222265957185,141.24140253948306,184.4152636484114,19106.0283203125,0.0,2.0,0.0,88.32289959530988,-0.18953658612325597,1.2966478126738556,9553.01416015625
ae_4096,17,6,0.7566705131903291,1.0185095742845867,0.727741103929778,0.9350433223388155,13.971931639687652,20.403347394609106,28.95189178797713,19.292409292019304,19106.0283203125,0.0,2.0,0.0,14.979960148289477,-0.028929409260551098,1.039752336516837,9553.01416015625
ae_4096,18,65,0.7667899034845714,0.7642512591447853,0.6175121479309522,0.37297499981578086,53.60667664291986,53.30301325540442,174.1445111799709,231.42132783478317,19106.0283203125,0.0,2.0,0.0,120.53783453705103,-0.14927775555361922,1.241740597417868,9553.01416015625
ae_4096,20,54,0.7446404409819041,0.7275840112979722,0.6036643261020934,0.37651216554176203,61.01150589773096,69.21362922267724,223.1745385548001,353.6331393819989,19106.0283203125,0.0,2.0,0.0,162.16303265706915,-0.14097611487981065,1.2335339505484848,9553.01416015625
ae_4096,22,41,0.7946471213817414,1.0179917391812405,0.5944899855090714,0.48174299842761137,64.78035504908065,76.6497511550132,303.1303891199537,449.7236607144525,19106.0283203125,0.0,2.0,0.0,238.35003407087305,-0.20015713587267003,1.3366871448663213,9553.01416015625
ae_4096,24,30,0.7993141617160291,0.7933585357946763,0.5831702846102417,0.36897865503814614,79.07644581900901,111.05309329489512,364.27011747591297,766.2192700141551,19106.0283203125,0.0,2.0,0.0,285.193671656904,-0.21614387710578742,1.3706359579865182,9553.01416015625
ae_4096,26,22,0.6983018412508748,0.5476842093959492,0.5897559879601679,0.28458309802899373,109.66003403105982,133.42064313558936,1086.6855471082667,2345.022508729066,19106.0283203125,0.0,2.0,0.0,977.0255130772069,-0.10854585329070687,1.1840521427618604,9553.01416015625
ae_4096,28,16,0.6339190934377257,0.40878471926989174,0.5608792390557937,0.23914803738498677,189.8106675068633,243.14441060740563,1686.3086082534273,3002.810506291691,19106.0283203125,0.0,2.0,0.0,1496.497940746564,-0.07303985438193195,1.1302238508683082,9553.01416015625
ae_4096,30,6,0.5004858289224406,0.21514433702670926,0.5477030342444777,0.25496043402283036,417.7806081120141,546.5443417900119,3415.538188653762,4121.519342305715,19106.0283203125,0.0,2.0,0.0,2997.757580541748,0.047217205322037104,0.9137904989203314,9553.01416015625
ae_untrained_1024,1,161,0.5755813236186362,0.5602179060739054,0.5796092863292983,0.5668607277874357,33.80645999190167,38.32103279007297,1082.3559735473277,8345.520339147899,19106.0283203125,0.0,2984.2783203125,0.0,1048.549513555426,0.004027962710662081,0.9930505552521917,6.402227362731973
ae_untrained_1024,2,142,0.7026537387651509,0.6714050069238048,0.709607027917051,0.6835105465036431,32.96112184894133,26.86786562608271,177.33004527815618,675.5378473830953,19106.0283203125,0.0,2984.2783203125,0.0,144.36892342921485,0.006953289151900077,0.9902012115461843,6.402227362731973
ae_untrained_1024,3,161,0.634609407427148,0.6635318097085385,0.637405727888741,0.6728526936749262,28.46993464290171,23.961526881967373,271.15014698040255,1042.7303015115572,19106.0283203125,0.0,2984.2783203125,0.0,242.68021233750085,0.0027963204615929493,0.9956129662172082,6.402227362731973
ae_untrained_1024,4,142,0.7516379878646366,0.7203134160192463,0.7591825349085872,0.7346840296295647,29.827058788298753,28.384830500981387,1025.7268514111906,10591.779820470134,19106.0283203125,0.0,2984.2783203125,0.0,995.8997926228919,0.007544547043950578,0.990062275280267,6.402227362731973
ae_untrained_1024,5,161,0.6172005589154798,0.6489307337239247,0.619855731954185,0.6546491545122167,30.08662129103604,31.161405928757887,587.919952445116,5668.614535575181,19106.0283203125,0.0,2984.2783203125,0.0,557.8333311540799,0.0026551730387052164,0.9957164661035973,6.402227362731973
ae_untrained_1024,6,142,0.7794150311932703,0.7445934887809758,0.7860839191666791,0.7578367034286676,32.21253917871737,32.12553739845241,319.7759292692107,2674.6760242751684,19106.0283203125,0.0,2984.2783203125,0.0,287.56339009049333,0.00666888797340881,0.9915163154838755,6.402227362731973
ae_untrained_1024,7,161,0.6600000885407793,0.6949771700496822,0.6618729234117761,0.7027832678830606,36.9113942262532,41.039001546744004,1554.2079008052824,17467.262083453574,19106.0283203125,0.0,2984.2783203125,0.0,1517.2965065790293,0.0018728348709967646,0.9971704011378154,6.402227362731973
ae_untrained_1024,8,142,0.8357389599255378,0.7893642794016148,0.8423102506908627,0.8020127170362862,41.47067799079565,49.357546285489526,159.05901295970278,379.6568434956923,19106.0283203125,0.0,2984.2783203125,0.0,117.58833496890713,0.006571290765324922,0.9921984912804573,6.402227362731973
ae_untrained_1024,9,100,0.6362950059492141,0.643771413389356,0.6401167985983193,0.655217981797817,42.65884939754477,47.7488516497942,2764.8184200916958,17287.235612699307,19106.0283203125,0.0,2984.2783203125,0.0,2722.159570694151,0.0038217926491052046,0.9940295385819059,6.402227362731973
ae_untrained_1024,10,130,0.7935248619267861,0.7638178806358059,0.7980045946386571,0.7800983824178945,46.407470779295856,70.8461753544688,505182.1792002391,5736559.125959308,19106.0283203125,0.0,2984.2783203125,0.0,505135.77172945975,0.004479732711871076,0.9943863321815841,6.402227362731973
ae_untrained_1024,11,72,0.6284532091813162,0.7031291085097651,0.6284534471924417,0.7149134100174558,43.27570431831941,49.336556495378304,2666.0806368880067,20291.303246186824,19106.0283203125,0.0,2984.2783203125,0.0,2622.8049325696875,2.3801112547516823e-07,0.9999996212748509,6.402227362731973
ae_untrained_1024,12,115,0.7721831520249987,0.7961452617231465,0.7796270168224431,0.8111507199176126,44.0262828372421,44.646241129585825,130.7555008233693,283.1176102365605,19106.0283203125,0.0,2984.2783203125,0.0,86.7292179861272,0.0074438647974444105,0.9904520179049416,6.402227362731973
ae_untrained_1024,13,46,0.7140912586600399,0.9337679920942039,0.7128532314875528,0.9413580786765375,39.52023627197952,43.47371777148403,114.28802396186144,190.87493179858174,19106.0283203125,0.0,2984.2783203125,0.0,74.76778768988191,-0.0012380271724871106,1.0017367209936099,6.402227362731973
ae_untrained_1024,14,96,0.8482019915924562,0.9414175371007956,0.8528530069064194,0.9522659136610908,49.651586103691336,52.54080820928419,211.20004816054313,544.3812345516425,19106.0283203125,0.0,2984.2783203125,0.0,161.5484620568518,0.004651015313963169,0.9945465217613128,6.402227362731973
ae_untrained_1024,15,27,0.6473655293488668,0.6920104656102459,0.6483275158227317,0.6990207797144954,34.51147999198191,35.34973540377683,94.88563731924123,148.88614512836025,19106.0283203125,0.0,2984.2783203125,0.0,60.37415732725932,0.0009619864738649175,0.9985162029215371,6.402227362731973
ae_untrained_1024,16,78,0.8284645607300962,0.8934025003855035,0.8358835303941026,0.9072734251832241,52.91850294417319,50.207222265957185,544.0866195091655,2745.9801821941965,19106.0283203125,0.0,2984.2783203125,0.0,491.1681165649923,0.007418969664006347,0.9911243978446274,6.402227362731973
ae_untrained_1024,17,6,0.7566705131903291,1.0185095742845867,0.7739332302007824,1.0811270949044336,13.971931639687652,20.403347394609106,41.19021052572906,25.871167541949134,19106.0283203125,0.0,2984.2783203125,0.0,27.218278886041404,0.017262717010453343,0.9776948238726294,6.402227362731973
ae_untrained_1024,18,65,0.7667899034845714,0.7642512591447853,0.7711769415423847,0.7766220347648845,53.60667664291986,53.30301325540442,6587258.412794946,52696190.48425709,19106.0283203125,0.0,2984.2783203125,0.0,6587204.806118303,0.004387038057813264,0.9943112432160652,6.402227362731973
ae_untrained_1024,20,54,0.7446404409819041,0.7275840112979722,0.7485584238354392,0.7449325405472805,61.01150589773096,69.21362922267724,247.32680384309958,615.7261237766719,19106.0283203125,0.0,2984.2783203125,0.0,186.31529794536863,0.0039179828535351735,0.9947659625103671,6.402227362731973
ae_untrained_1024,22,41,0.7946471213817414,1.0179917391812405,0.801533648199061,1.0321819700759705,64.78035504908065,76.6497511550132,252.51732895622825,765.5651953990861,19106.0283203125,0.0,2984.2783203125,0.0,187.73697390714761,0.006886526817319605,0.9914083122613845,6.402227362731973
ae_untrained_1024,24,30,0.7993141617160291,0.7933585357946763,0.8050927439394097,0.8085017625162382,79.07644581900901,111.05309329489512,103.5706128504756,148.3564770488573,19106.0283203125,0.0,2984.2783203125,0.0,24.49416703146659,0.005778582223380568,0.9928224639125359,6.402227362731973
ae_untrained_1024,26,22,0.6983018412508748,0.5476842093959492,0.7038077633743259,0.5663334647274154,109.66003403105982,133.42064313558936,214.75027056416292,405.2122669764402,19106.0283203125,0.0,2984.2783203125,0.0,105.0902365331031,0.005505922123451135,0.9921769517047473,6.402227362731973
ae_untrained_1024,28,16,0.6339190934377257,0.40878471926989174,0.6379722093406599,0.4279767352560674,189.8106675068633,243.14441060740563,159.33607282173233,184.73993197955684,19106.0283203125,0.0,2984.2783203125,0.0,-30.474594685130967,0.004053115902934223,0.9936468770212998,6.402227362731973
ae_untrained_1024,30,6,0.5004858289224406,0.21514433702670926,0.5095016020350158,0.2252154487074049,417.7806081120141,546.5443417900119,240.23100144441227,258.6904927133077,19106.0283203125,0.0,2984.2783203125,0.0,-177.5496066676018,0.009015773112575176,0.9823047207770005,6.402227362731973
ae_untrained_2048,1,161,0.5755813236186362,0.5602179060739054,0.5801822843163141,0.5668629199315219,33.80645999190167,38.32103279007297,36730609.56003705,464364011.2193091,19106.0283203125,0.0,5288.2783203125,0.0,36730575.75357705,0.004600960697677903,0.9920698014709297,3.6129014327641267
ae_untrained_2048,2,142,0.7026537387651509,0.6714050069238048,0.7103584576758858,0.6830362384698924,32.96112184894133,26.86786562608271,3664.3563514195534,37078.20516777281,19106.0283203125,0.0,5288.2783203125,0.0,3631.395229570612,0.007704718910734876,0.9891537591655588,3.6129014327641267
ae_untrained_2048,3,161,0.634609407427148,0.6635318097085385,0.6375526708365644,0.6726106663477761,28.46993464290171,23.961526881967373,6907.72343588315,50720.70648378838,19106.0283203125,0.0,5288.2783203125,0.0,6879.253501240249,0.002943263409416419,0.9953834976401958,3.6129014327641267
ae_untrained_2048,4,142,0.7516379878646366,0.7203134160192463,0.7597876243673685,0.7347143222507017,29.827058788298753,28.384830500981387,6011.454578893558,61277.46482795548,19106.0283203125,0.0,5288.2783203125,0.0,5981.6275201052595,0.008149636502731816,0.9892737967277138,3.6129014327641267
ae_untrained_2048,5,161,0.6172005589154798,0.6489307337239247,0.6213807987037653,0.6551322745567169,30.08662129103604,31.161405928757887,952.6973379160479,4167.034482153067,19106.0283203125,0.0,5288.2783203125,0.0,922.6107166250118,0.0041802397882855225,0.993272660183569,3.6129014327641267
ae_untrained_2048,6,142,0.7794150311932703,0.7445934887809758,0.7867786822919275,0.7577296054220849,32.21253917871737,32.12553739845241,609.456931498609,4433.687426671463,19106.0283203125,0.0,5288.2783203125,0.0,577.2443923198916,0.00736365109865722,0.9906407592574744,3.6129014327641267
ae_untrained_2048,7,161,0.6600000885407793,0.6949771700496822,0.6635006410908533,0.7036337814665705,36.9113942262532,41.039001546744004,13871.555629358067,165804.1782802706,19106.0283203125,0.0,5288.2783203125,0.0,13834.644235131813,0.0035005525500739765,0.9947241157984131,3.6129014327641267
ae_untrained_2048,8,142,0.8357389599255378,0.7893642794016148,0.8430578369273424,0.801993960523354,41.47067799079565,49.357546285489526,1232.444327608493,8556.346147790351,19106.0283203125,0.0,5288.2783203125,0.0,1190.9736496176974,0.007318877001804558,0.9913186537373528,3.6129014327641267
ae_untrained_2048,9,100,0.6362950059492141,0.643771413389356,0.6404088686965406,0.6522858174493866,42.65884939754477,47.7488516497942,58291.69597904523,477349.51349606586,19106.0283203125,0.0,5288.2783203125,0.0,58249.03712964769,0.004113862747326502,0.9935761933533187,3.6129014327641267
ae_untrained_2048,10,130,0.7935248619267861,0.7638178806358059,0.7981240048503073,0.7799329273771616,46.407470779295856,70.8461753544688,16731.042413661027,173560.2323582983,19106.0283203125,0.0,5288.2783203125,0.0,16684.63494288173,0.00459914292352126,0.9942375584551126,3.6129014327641267
ae_untrained_2048,11,72,0.6284532091813162,0.7031291085097651,0.6287817766747644,0.7123707769929185,43.27570431831941,49.336556495378304,2432.829046199987,17884.24680073139,19106.0283203125,0.0,5288.2783203125,0.0,2389.5533418816676,0.00032856749344822855,0.9994774538549991,3.6129014327641267
ae_untrained_2048,12,115,0.7721831520249987,0.7961452617231465,0.7793858026680739,0.8098850378735598,44.0262828372421,44.646241129585825,1739.7777739720673,15100.908242287931,19106.0283203125,0.0,5288.2783203125,0.0,1695.751491134825,0.007202650643075237,0.9907585554953421,3.6129014327641267
ae_untrained_2048,13,46,0.7140912586600399,0.9337679920942039,0.7140894299676723,0.9417583411884436,39.52023627197952,43.47371777148403,1313.7514413770787,5253.513642319236,19106.0283203125,0.0,5288.2783203125,0.0,1274.2312051050992,-1.8286923675336908e-06,1.0000025608730374,3.6129014327641267
ae_untrained_2048,14,96,0.8482019915924562,0.9414175371007956,0.8533574506291188,0.952519835545034,49.651586103691336,52.54080820928419,2395.031785106334,14742.712158668091,19106.0283203125,0.0,5288.2783203125,0.0,2345.3801990026427,0.005155459036662591,0.993958617185727,3.6129014327641267
ae_untrained_2048,15,27,0.6473655293488668,0.6920104656102459,0.6480796453198073,0.6979959628046812,34.51147999198191,35.34973540377683,2639.057146552041,12021.635030370937,19106.0283203125,0.0,5288.2783203125,0.0,2604.545666560059,0.0007141159709405098,0.9988981046139968,3.6129014327641267
ae_untrained_2048,16,78,0.8284645607300962,0.8934025003855035,0.8371917805694139,0.9071781757243171,52.91850294417319,50.207222265957185,2690.7157385975156,18424.63353653166,19106.0283203125,0.0,5288.2783203125,0.0,2637.7972356533423,0.00872721983931768,0.9895756025777249,3.6129014327641267
ae_untrained_2048,17,6,0.7566705131903291,1.0185095742845867,0.7460678222899636,1.0242956002303265,13.971931639687652,20.403347394609106,44.579772822008636,25.885393209410086,19106.0283203125,0.0,5288.2783203125,0.0,30.607841182320982,-0.010602690900365475,1.0142114303600736,3.6129014327641267
ae_untrained_2048,18,65,0.7667899034845714,0.7642512591447853,0.7717269724951341,0.7771897346393561,53.60667664291986,53.30301325540442,21086.425290257368,167705.40932231065,19106.0283203125,0.0,5288.2783203125,0.0,21032.818613614447,0.004937069010562678,0.9936025703564562,3.6129014327641267
ae_untrained_2048,20,54,0.7446404409819041,0.7275840112979722,0.7497424915329449,0.7443667019137916,61.01150589773096,69.21362922267724,1505.0359250244326,8582.49058628063,19106.0283203125,0.0,5288.2783203125,0.0,1444.0244191267016,0.005102050551040849,0.9931949294475639,3.6129014327641267
ae_untrained_2048,22,41,0.7946471213817414,1.0179917391812405,0.8016924826746307,1.0324629805365235,64.78035504908065,76.6497511550132,20663.92502589281,127434.42724291144,19106.0283203125,0.0,5288.2783203125,0.0,20599.144670843732,0.007045361292889241,0.9912118905376481,3.6129014327641267
ae_untrained_2048,24,30,0.7993141617160291,0.7933585357946763,0.805199157151704,0.8078040469810767,79.07644581900901,111.05309329489512,124.56215170503896,174.88290883771904,19106.0283203125,0.0,5288.2783203125,0.0,45.48570588602995,0.005884995435674889,0.9926912548486857,3.6129014327641267
ae_untrained_2048,26,22,0.6983018412508748,0.5476842093959492,0.70510991376994,0.567351344639386,109.66003403105982,133.42064313558936,1747.6372119910184,6655.3729355222185,19106.0283203125,0.0,5288.2783203125,0.0,1637.9771779599585,0.006808072519065234,0.9903446648726506,3.6129014327641267
